时间,实时压力P1,瞬时流量M1,瞬时流量M2,温度T_R,压力P2_R
2026/7/10 14:30:00,0,6.9071,6.2164,24.47,0
2026/7/10 14:30:10,0.1346,6.5362,5.8826,24.49,0.1211
2026/7/10 14:30:20,0.2208,6.4813,5.8332,24.52,0.1987
2026/7/10 14:30:30,0.2762,7.7972,7.0175,24.58,0.2485
2026/7/10 14:30:40,0.3116,6.9861,6.2875,24.43,0.2805
2026/7/10 14:30:50,0.3344,5.8547,5.2692,24.56,0.3009
2026/7/10 14:31:00,0.3489,7.6469,6.8822,24.51,0.314
2026/7/10 14:31:10,0.3583,6.6884,6.0196,24.52,0.3225
2026/7/10 14:31:20,0.3643,7.0131,6.3118,24.6,0.3279
2026/7/10 14:31:30,0.3938,4.335,3.9015,24.54,0.3544
2026/7/10 14:31:40,0.3917,5.63,5.067,24.55,0.3525
2026/7/10 14:31:50,0.3896,5.4841,4.9357,24.52,0.3506
2026/7/10 14:32:00,0.3875,4.0596,3.6537,24.48,0.3488
2026/7/10 14:32:10,0.3854,2.9416,2.6474,24.6,0.3469
2026/7/10 14:32:20,0.3833,3.3739,3.0365,24.64,0.345
2026/7/10 14:32:30,0.3812,4.8756,4.3881,24.52,0.3431
2026/7/10 14:32:40,0.3792,5.7758,5.1982,24.54,0.3412
2026/7/10 14:32:50,0.3771,5.0728,4.5655,24.56,0.3394
2026/7/10 14:33:00,0.3754,2.89,2.601,24.5,0.3379
2026/7/10 14:33:10,0.3717,2.8914,2.6022,24.52,0.3345
2026/7/10 14:33:20,0.3705,2.8924,2.6032,24.5,0.3335
2026/7/10 14:33:30,0.3759,2.893,2.6037,24.52,0.3383
2026/7/10 14:33:40,0.373,2.8928,2.6036,24.65,0.3357
2026/7/10 14:33:50,0.3747,2.8921,2.6029,24.6,0.3372
2026/7/10 14:34:00,0.3703,2.8908,2.6018,24.54,0.3333
2026/7/10 14:34:10,0.3743,2.8894,2.6005,24.7,0.3369
2026/7/10 14:34:20,0.3793,2.8881,2.5993,24.63,0.3414
2026/7/10 14:34:30,0.3724,2.8873,2.5985,24.58,0.3352
2026/7/10 14:34:40,0.3709,2.887,2.5983,24.73,0.3338
2026/7/10 14:34:50,0.3771,2.8874,2.5987,24.74,0.3394
2026/7/10 14:35:00,0.3715,2.8884,2.5995,24.55,0.3344
2026/7/10 14:35:10,0.3702,2.8897,2.6008,24.68,0.3332
2026/7/10 14:35:20,0.3741,2.8911,2.602,24.71,0.3367
2026/7/10 14:35:30,0.374,2.8923,2.603,24.7,0.3366
2026/7/10 14:35:40,0.3764,2.8929,2.6036,24.66,0.3388
2026/7/10 14:35:50,0.3788,2.8929,2.6036,24.66,0.3409
2026/7/10 14:36:00,0.3775,2.8923,2.603,24.65,0.3398
2026/7/10 14:36:10,0.3752,2.8911,2.602,24.6,0.3377
2026/7/10 14:36:20,0.3725,2.8897,2.6007,24.67,0.3352
2026/7/10 14:36:30,0.3751,2.8884,2.5995,24.74,0.3376
2026/7/10 14:36:40,0.379,2.8874,2.5987,24.61,0.3411
2026/7/10 14:36:50,0.3749,2.887,2.5983,24.62,0.3374
2026/7/10 14:37:00,0.3724,2.8873,2.5985,24.77,0.3352
2026/7/10 14:37:10,0.3771,2.8882,2.5993,24.74,0.3394
2026/7/10 14:37:20,0.3724,2.8894,2.6005,24.75,0.3352
2026/7/10 14:37:30,0.3785,2.8909,2.6018,24.74,0.3406
2026/7/10 14:37:40,0.3717,2.8921,2.6029,24.77,0.3345
2026/7/10 14:37:50,0.3707,2.8928,2.6036,24.74,0.3336
2026/7/10 14:38:00,0.3709,2.893,2.6037,24.71,0.3338
2026/7/10 14:38:10,0.3743,2.8924,2.6032,24.74,0.3369
2026/7/10 14:38:20,0.3709,2.8914,2.6022,24.84,0.3338
2026/7/10 14:38:30,0.3763,2.89,2.601,24.7,0.3387
2026/7/10 14:38:40,0.3794,2.8886,2.5997,24.73,0.3415
2026/7/10 14:38:50,0.3708,2.8875,2.5988,24.84,0.3337
2026/7/10 14:39:00,0.379,2.887,2.5983,24.71,0.3411
2026/7/10 14:39:10,0.3741,2.8872,2.5985,24.76,0.3367
2026/7/10 14:39:20,0.3711,2.8879,2.5992,24.87,0.334
2026/7/10 14:39:30,0.3748,2.8892,2.6003,24.74,0.3373
2026/7/10 14:39:40,0.375,2.8906,2.6015,24.85,0.3375
2026/7/10 14:39:50,0.3766,2.8919,2.6027,24.84,0.3389
