时间,实时压力P1,瞬时流量M1,瞬时流量M2,温度T_R,压力P2_R
2026/7/3 14:00:00,0,0.6555,0.59,24.5,0
2026/7/3 14:00:10,0.1547,0.5405,0.4865,24.46,0.1392
2026/7/3 14:00:20,0.2538,0.5225,0.4702,24.44,0.2284
2026/7/3 14:00:30,0.3174,0.5856,0.527,24.5,0.2857
2026/7/3 14:00:40,0.3582,0.5302,0.4772,24.43,0.3223
2026/7/3 14:00:50,0.3843,0.4491,0.4042,24.54,0.3459
2026/7/3 14:01:00,0.4011,0.4927,0.4434,24.57,0.3609
2026/7/3 14:01:10,0.4118,0.516,0.4644,24.56,0.3706
2026/7/3 14:01:20,0.4187,0.4306,0.3875,24.51,0.3768
2026/7/3 14:01:30,0.4526,0.345,0.3105,24.44,0.4073
2026/7/3 14:01:40,0.4502,0.4481,0.4033,24.6,0.4051
2026/7/3 14:01:50,0.4478,0.4365,0.3928,24.62,0.403
2026/7/3 14:02:00,0.4454,0.3231,0.2908,24.59,0.4008
2026/7/3 14:02:10,0.443,0.2341,0.2107,24.51,0.3987
2026/7/3 14:02:20,0.4406,0.2685,0.2417,24.48,0.3965
2026/7/3 14:02:30,0.4382,0.388,0.3492,24.6,0.3944
2026/7/3 14:02:40,0.4358,0.4597,0.4137,24.63,0.3922
2026/7/3 14:02:50,0.4334,0.4037,0.3633,24.64,0.3901
2026/7/3 14:03:00,0.4292,0.23,0.207,24.63,0.3863
2026/7/3 14:03:10,0.4324,0.2314,0.2082,24.64,0.3892
2026/7/3 14:03:20,0.4285,0.2324,0.2092,24.51,0.3856
2026/7/3 14:03:30,0.432,0.233,0.2097,24.5,0.3888
2026/7/3 14:03:40,0.4294,0.2328,0.2096,24.68,0.3865
2026/7/3 14:03:50,0.432,0.2321,0.2089,24.69,0.3888
2026/7/3 14:04:00,0.4295,0.2308,0.2078,24.52,0.3866
2026/7/3 14:04:10,0.4266,0.2294,0.2065,24.56,0.3839
2026/7/3 14:04:20,0.4348,0.2281,0.2053,24.69,0.3913
2026/7/3 14:04:30,0.4297,0.2273,0.2045,24.7,0.3867
2026/7/3 14:04:40,0.428,0.227,0.2043,24.62,0.3852
2026/7/3 14:04:50,0.4357,0.2274,0.2047,24.68,0.3921
2026/7/3 14:05:00,0.4289,0.2284,0.2055,24.57,0.386
2026/7/3 14:05:10,0.4279,0.2297,0.2068,24.72,0.3851
2026/7/3 14:05:20,0.4331,0.2311,0.208,24.72,0.3898
2026/7/3 14:05:30,0.4262,0.2323,0.209,24.72,0.3836
2026/7/3 14:05:40,0.4284,0.2329,0.2096,24.65,0.3856
2026/7/3 14:05:50,0.4284,0.2329,0.2096,24.72,0.3856
2026/7/3 14:06:00,0.43,0.2323,0.209,24.77,0.387
2026/7/3 14:06:10,0.4298,0.2311,0.208,24.6,0.3868
2026/7/3 14:06:20,0.4313,0.2297,0.2067,24.72,0.3882
2026/7/3 14:06:30,0.4272,0.2284,0.2055,24.62,0.3845
2026/7/3 14:06:40,0.4322,0.2274,0.2047,24.75,0.389
2026/7/3 14:06:50,0.432,0.227,0.2043,24.65,0.3888
2026/7/3 14:07:00,0.4267,0.2273,0.2045,24.66,0.384
2026/7/3 14:07:10,0.4261,0.2282,0.2053,24.74,0.3835
2026/7/3 14:07:20,0.4316,0.2294,0.2065,24.69,0.3884
2026/7/3 14:07:30,0.4346,0.2309,0.2078,24.76,0.3911
2026/7/3 14:07:40,0.4311,0.2321,0.2089,24.76,0.388
2026/7/3 14:07:50,0.4268,0.2328,0.2096,24.74,0.3841
2026/7/3 14:08:00,0.4314,0.233,0.2097,24.72,0.3883
2026/7/3 14:08:10,0.4271,0.2324,0.2092,24.78,0.3844
2026/7/3 14:08:20,0.4336,0.2314,0.2082,24.84,0.3902
2026/7/3 14:08:30,0.4358,0.23,0.207,24.72,0.3922
2026/7/3 14:08:40,0.4285,0.2286,0.2057,24.83,0.3856
2026/7/3 14:08:50,0.4297,0.2275,0.2048,24.8,0.3867
2026/7/3 14:09:00,0.4358,0.227,0.2043,24.69,0.3922
2026/7/3 14:09:10,0.4337,0.2272,0.2045,24.74,0.3903
2026/7/3 14:09:20,0.4313,0.2279,0.2052,24.81,0.3882
2026/7/3 14:09:30,0.435,0.2292,0.2063,24.82,0.3915
2026/7/3 14:09:40,0.4355,0.2306,0.2075,24.83,0.392
2026/7/3 14:09:50,0.4319,0.2319,0.2087,24.72,0.3887
