时间,实时压力P1,瞬时流量M1,瞬时流量M2,温度T_R,压力P2_R
2026/7/15 14:30:00,0,15.3177,13.7859,24.58,0
2026/7/15 14:30:10,0.1511,13.0372,11.7335,24.56,0.136
2026/7/15 14:30:20,0.2479,12.4429,11.1986,24.54,0.2231
2026/7/15 14:30:30,0.31,16.1415,14.5273,24.44,0.279
2026/7/15 14:30:40,0.3498,12.5545,11.299,24.56,0.3149
2026/7/15 14:30:50,0.3754,16.3421,14.7079,24.56,0.3378
2026/7/15 14:31:00,0.3917,13.0908,11.7817,24.6,0.3526
2026/7/15 14:31:10,0.4022,11.3703,10.2332,24.52,0.362
2026/7/15 14:31:20,0.409,15.3391,13.8052,24.44,0.3681
2026/7/15 14:31:30,0.442,9.654,8.6886,24.44,0.3978
2026/7/15 14:31:40,0.4397,12.5379,11.2842,24.47,0.3957
2026/7/15 14:31:50,0.4374,12.213,10.9917,24.54,0.3936
2026/7/15 14:32:00,0.435,9.0408,8.1367,24.57,0.3915
2026/7/15 14:32:10,0.4327,6.5508,5.8957,24.54,0.3894
2026/7/15 14:32:20,0.4304,7.5137,6.7623,24.55,0.3873
2026/7/15 14:32:30,0.428,10.858,9.7722,24.5,0.3852
2026/7/15 14:32:40,0.4257,12.8627,11.5764,24.6,0.3831
2026/7/15 14:32:50,0.4233,11.2971,10.1674,24.6,0.381
2026/7/15 14:33:00,0.4192,6.436,5.7924,24.64,0.3773
2026/7/15 14:33:10,0.4241,6.4374,5.7936,24.62,0.3817
2026/7/15 14:33:20,0.4249,6.4384,5.7946,24.61,0.3824
2026/7/15 14:33:30,0.4228,6.439,5.7951,24.54,0.3805
2026/7/15 14:33:40,0.4212,6.4388,5.795,24.56,0.3791
2026/7/15 14:33:50,0.4197,6.4381,5.7943,24.67,0.3777
2026/7/15 14:34:00,0.4186,6.4368,5.7932,24.55,0.3767
2026/7/15 14:34:10,0.4187,6.4354,5.7919,24.6,0.3768
2026/7/15 14:34:20,0.4254,6.4341,5.7907,24.66,0.3829
2026/7/15 14:34:30,0.4227,6.4333,5.7899,24.68,0.3804
2026/7/15 14:34:40,0.4196,6.433,5.7897,24.73,0.3776
2026/7/15 14:34:50,0.4166,6.4334,5.7901,24.74,0.3749
2026/7/15 14:35:00,0.4239,6.4344,5.7909,24.6,0.3815
2026/7/15 14:35:10,0.4229,6.4357,5.7922,24.72,0.3806
2026/7/15 14:35:20,0.4258,6.4371,5.7934,24.59,0.3832
2026/7/15 14:35:30,0.4241,6.4383,5.7944,24.7,0.3817
2026/7/15 14:35:40,0.4259,6.4389,5.795,24.65,0.3833
2026/7/15 14:35:50,0.4202,6.4389,5.795,24.72,0.3782
2026/7/15 14:36:00,0.4213,6.4383,5.7944,24.7,0.3792
2026/7/15 14:36:10,0.423,6.4371,5.7934,24.72,0.3807
2026/7/15 14:36:20,0.4183,6.4357,5.7921,24.73,0.3765
2026/7/15 14:36:30,0.4212,6.4344,5.7909,24.64,0.3791
2026/7/15 14:36:40,0.4248,6.4334,5.7901,24.66,0.3823
2026/7/15 14:36:50,0.4168,6.433,5.7897,24.6,0.3751
2026/7/15 14:37:00,0.4176,6.4333,5.7899,24.79,0.3758
2026/7/15 14:37:10,0.4194,6.4342,5.7907,24.64,0.3775
2026/7/15 14:37:20,0.4201,6.4354,5.7919,24.65,0.3781
2026/7/15 14:37:30,0.42,6.4369,5.7932,24.82,0.378
2026/7/15 14:37:40,0.4229,6.4381,5.7943,24.74,0.3806
2026/7/15 14:37:50,0.4245,6.4388,5.795,24.64,0.382
2026/7/15 14:38:00,0.4163,6.439,5.7951,24.83,0.3747
2026/7/15 14:38:10,0.4166,6.4384,5.7946,24.74,0.3749
2026/7/15 14:38:20,0.4174,6.4374,5.7936,24.75,0.3757
2026/7/15 14:38:30,0.4193,6.436,5.7924,24.78,0.3774
2026/7/15 14:38:40,0.4243,6.4346,5.7911,24.69,0.3819
2026/7/15 14:38:50,0.4259,6.4335,5.7902,24.66,0.3833
2026/7/15 14:39:00,0.4249,6.433,5.7897,24.7,0.3824
2026/7/15 14:39:10,0.4162,6.4332,5.7899,24.76,0.3746
2026/7/15 14:39:20,0.4193,6.4339,5.7906,24.72,0.3774
2026/7/15 14:39:30,0.4197,6.4352,5.7917,24.82,0.3777
2026/7/15 14:39:40,0.4192,6.4366,5.7929,24.81,0.3773
2026/7/15 14:39:50,0.4212,6.4379,5.7941,24.7,0.3791
