时间,实时压力P1,瞬时流量M1,瞬时流量M2,温度T_R,压力P2_R
2026/7/15 09:00:00,0,13.872,12.4848,24.49,0
2026/7/15 09:00:10,0.1511,18.2099,16.3889,24.58,0.136
2026/7/15 09:00:20,0.2479,14.7766,13.299,24.53,0.2231
2026/7/15 09:00:30,0.31,16.697,15.0273,24.56,0.279
2026/7/15 09:00:40,0.3498,16.5926,14.9333,24.53,0.3149
2026/7/15 09:00:50,0.3754,16.2963,14.6667,24.54,0.3378
2026/7/15 09:01:00,0.3917,17.1515,15.4363,24.51,0.3526
2026/7/15 09:01:10,0.4022,12.4916,11.2424,24.58,0.362
2026/7/15 09:01:20,0.409,12.8979,11.6081,24.45,0.3681
2026/7/15 09:01:30,0.442,10.101,9.0909,24.49,0.3978
2026/7/15 09:01:40,0.4397,13.1185,11.8066,24.45,0.3957
2026/7/15 09:01:50,0.4374,12.7785,11.5007,24.46,0.3936
2026/7/15 09:02:00,0.435,9.4594,8.5134,24.65,0.3915
2026/7/15 09:02:10,0.4327,6.8541,6.1687,24.6,0.3894
2026/7/15 09:02:20,0.4304,7.8616,7.0754,24.48,0.3873
2026/7/15 09:02:30,0.428,11.3608,10.2247,24.56,0.3852
2026/7/15 09:02:40,0.4257,13.4582,12.1124,24.63,0.3831
2026/7/15 09:02:50,0.4233,11.8202,10.6382,24.58,0.381
2026/7/15 09:03:00,0.4178,6.734,6.0606,24.68,0.376
2026/7/15 09:03:10,0.4224,6.7354,6.0618,24.56,0.3802
2026/7/15 09:03:20,0.4246,6.7364,6.0628,24.67,0.3821
2026/7/15 09:03:30,0.4174,6.737,6.0633,24.64,0.3757
2026/7/15 09:03:40,0.4171,6.7368,6.0632,24.69,0.3754
2026/7/15 09:03:50,0.4245,6.7361,6.0625,24.68,0.382
2026/7/15 09:04:00,0.4227,6.7348,6.0614,24.56,0.3804
2026/7/15 09:04:10,0.4247,6.7334,6.0601,24.58,0.3822
2026/7/15 09:04:20,0.4229,6.7321,6.0589,24.65,0.3806
2026/7/15 09:04:30,0.4161,6.7313,6.0581,24.6,0.3745
2026/7/15 09:04:40,0.4223,6.731,6.0579,24.67,0.3801
2026/7/15 09:04:50,0.417,6.7314,6.0583,24.68,0.3753
2026/7/15 09:05:00,0.423,6.7324,6.0591,24.73,0.3807
2026/7/15 09:05:10,0.4252,6.7337,6.0604,24.74,0.3827
2026/7/15 09:05:20,0.4192,6.7351,6.0616,24.57,0.3773
2026/7/15 09:05:30,0.4199,6.7363,6.0626,24.64,0.3779
2026/7/15 09:05:40,0.4245,6.7369,6.0632,24.6,0.382
2026/7/15 09:05:50,0.42,6.7369,6.0632,24.58,0.378
2026/7/15 09:06:00,0.4203,6.7363,6.0626,24.7,0.3783
2026/7/15 09:06:10,0.4173,6.7351,6.0616,24.72,0.3756
2026/7/15 09:06:20,0.4182,6.7337,6.0603,24.77,0.3764
2026/7/15 09:06:30,0.4212,6.7324,6.0591,24.68,0.3791
2026/7/15 09:06:40,0.421,6.7314,6.0583,24.74,0.3789
2026/7/15 09:06:50,0.4163,6.731,6.0579,24.74,0.3747
2026/7/15 09:07:00,0.4235,6.7313,6.0581,24.63,0.3812
2026/7/15 09:07:10,0.4181,6.7322,6.0589,24.74,0.3763
2026/7/15 09:07:20,0.4256,6.7334,6.0601,24.75,0.383
2026/7/15 09:07:30,0.4242,6.7349,6.0614,24.7,0.3818
2026/7/15 09:07:40,0.4213,6.7361,6.0625,24.66,0.3792
2026/7/15 09:07:50,0.4237,6.7368,6.0632,24.7,0.3813
2026/7/15 09:08:00,0.4198,6.737,6.0633,24.75,0.3778
2026/7/15 09:08:10,0.4258,6.7364,6.0628,24.64,0.3832
2026/7/15 09:08:20,0.4179,6.7354,6.0618,24.75,0.3761
2026/7/15 09:08:30,0.4166,6.734,6.0606,24.78,0.3749
2026/7/15 09:08:40,0.4222,6.7326,6.0593,24.8,0.38
2026/7/15 09:08:50,0.4187,6.7315,6.0584,24.66,0.3768
2026/7/15 09:09:00,0.4204,6.731,6.0579,24.71,0.3784
2026/7/15 09:09:10,0.417,6.7312,6.0581,24.82,0.3753
2026/7/15 09:09:20,0.423,6.7319,6.0588,24.77,0.3807
2026/7/15 09:09:30,0.4185,6.7332,6.0599,24.84,0.3766
2026/7/15 09:09:40,0.4228,6.7346,6.0611,24.82,0.3805
2026/7/15 09:09:50,0.4258,6.7359,6.0623,24.7,0.3832
